8 sty, https://drive.google.com/file/d/15fa9Frp2BBm4nElRjVI2mIvXRPzrXcy0/view?usp=classroom_web&authuser=0, Harmonogram STYCZEŃ sp.docx
15 gru 2024, https://drive.google.com/file/d/1OmyBg1KIZuZAa70CjjlKA8cU-2AlEBAs/view?usp=classroom_web&authuser=0, Fińska edukacja.docx
15 gru 2024, https://drive.google.com/file/d/1ZZGQhLBiCp1yJx7NQl6eOo1uoZU2_s7d/view?usp=classroom_web&authuser=0, Najciekawsze fakty o najlepszych systemach edukacji na świecie.docx
15 gru 2024, https://drive.google.com/file/d/1vgND5LhZsajfed5aLUiFG_wezCqO_UAo/view?usp=classroom_web&authuser=0, reforma_ Rady ped(4).ppt
15 gru 2024, https://drive.google.com/file/d/1FlRtwMBaLO1de8M5qbgmOJ00X2-a09-m/view?usp=classroom_web&authuser=0, System oświatowy w Finlandii.pptx
15 gru 2024, https://drive.google.com/file/d/1aPUAKUeTvH3cqX031I7VBqkTiW2D-Cv5/view?usp=classroom_web&authuser=0, systemy-edukacyjne-w-europie-i-najnowsze-tendencje-w-edukacji-dr-hab.-jan-fazlagic-prof.-nadzw.-uniwersytet-ekonomiczny-w-poznaniu.pdf
15 gru 2024, https://drive.google.com/file/d/1duX5lwSpxSGLeBjJ5E6YEVteZBFsUcvl/view?usp=classroom_web&authuser=0, zestawienie systemów.pdf
14 gru 2024, https://drive.google.com/file/d/1fn-Vc802suqCfgfEQmUBEoZtnV14U4HH/view?usp=classroom_web&authuser=0, 1 Pojęcia.doc
14 gru 2024, https://drive.google.com/file/d/1PO8MiAMrXU04qqVjwezM212Twqd9CF78/view?usp=classroom_web&authuser=0, 2Przyczyny przemocy w szkole.doc
14 gru 2024, https://drive.google.com/file/d/1uLPEMvBY7SbRN3dgPNyxm5WEsyLj7m9u/view?usp=classroom_web&authuser=0, 3przeciwdzialanie-agresji-i--przemocy-w-szkole-(2).ppt
